diameter
73.09878526
70.21711329
74.3228105
67.99701696
72.96189523
75.92951423
69.8415
74.22957576
68.532
69.31441797
72.28020433
79.160775
79.6585
69.0775
70.40542216
74.0601929
69.56116667
73.78167647
72.59213333
71.23970202
68.35447619
73.84095556
70.17993061
71.06778571
61.4712
68.90703216
70.63491898
85.9994
78.29726768
75.11841328
76.5641875
60.62066667
71.78528571
73.97847307
75.37153462
74.35621875
72.46391228
72.71720238
77.23
90.507625
78.3172
80.83271429
78.18863095
85.58055
71.91208111
79.87828125
73.86775915
69.02517857
72.67678485
80.98340659
77.119
76.84395635
77.45141667
81.19452381
77.75722222
64.04325
70.218
91.71166667
92.355625
75.62459091
65.67622759
72.61405231
74.78117188
75.76843296
82.91580357
65.01244444
70.3115
79.0395
69.51481566
78.22964969
65.40568571
65.52390588
68.64335714
72.84557143
74.22900238
75.4402
63.6135625
81.382
72.29577778
86.10755556
68.405375
72.17621053
68.948305
69.65048611
66.48158333
77.97848333
70.1838998
83.32782143
71.12181481
65.55429412
65.519375
72.038425
54.74128571
70.28288889
89.61294444
77.87523322
81.94931071
81.0224375
62.13251064
80.11014286
73.71711111
73.47247807
82.11578409
87.44526667
66.28575
62.18117391
79.6138
72.84517143
64.99706667
78.93175
64.42658621
61.18389474
69.12124561
82.972125
77.15336364
59.9355
96.40975
76.1965
64.27275
58.32125
81.69200476
63.95054286
86.45926316
82.4718125
75.60961667
83.6555
79.85376471
77.89022222
84.06627273
92.67375
82.60520833
66.28757895
68.30241667
67.02956494
74.49068421
56.92072727
75.3649
65.48342778
77.06243182
71.6890625
68.051
80.275
81.22825
61.77762069
70.33240444
80.37988478
73.762475
69.17765789
72.99085714
73.17388095
53.93933333
75.33158046
68.82020109
68.58841964
69.60222222
92.2016
53.90225
87.03925
61.5618
67.89179167
70.77364
74.40132609
80.40456522
82.4898
76.3110138
65.03404762
71.21229798
52.74855556
72.57755068
75.08757143
74.36525
75.500275
52.775
82.29708333
71.7425
80.80575
74.75468182
93.883
78.4502
70.16510633
69.88384211
68.711
76.1802689
76.68662813
79.95669231
72.27081955
88.223
70.69073333
85.7554
80.25175
72.62280769
82.08275
84.561
93.75183333
65.8118
71.50759091
78.96498148
86.39231667
74.83975833
82.44379741
62.4172
86.607
80.34451429
91.06677778
72.12071667
68.46265833
61.49994118
69.39234444
54.09125
47.8438
